"Extraction des données du guide Codelico",,,,,,,,,,,,,,,,,"Les catégories sont les niveaux de titres (2.1, 2.1.1, 2.1.2,  2.2, 2.3…) cf page 3 du guide pdf",,,,"Cette colonne sert pour les pictos !",,,,,,,
"Copiez-coller les entrées dans l'ordre où elles apparaissent dans le guide PDF. Le texte complémentaire sera exploité par la suite.",,,,,,,,,,,,,,,,,"Conseil : copiez-collez  toutes les entrées d'une section puis collez la liste de catégories dans toutes les cases correspondantes",,,,,,,,,,,
"Croix Rouge Française","1 place St Georges",67600,SELESTAT,"03 88 92 16 76 ",croix-rouge.selestat@wanadoo.fr,,"Vestiboutique. Contact : Mme WOLFERSPERGER Tél. 07 86 62 58 78. 1 jeudi sur 2 de 14h à 17het 1 mardi sur 2 de 9h à 12h.",,,,,,,,,,"Vie quotidienne, Hygiène, Vestiaire",,organisation,FR,,,,,,,,
"Caritas Alsace Réseau Secours Catholique","rue du Patronage  ",67620,SOUFFLENHEIM,"06 87 13 90 33 ",,,"Vestiaire. Tous les mardis de 18h30 à 19h30.",,,,,,,,,,"Vie quotidienne, Hygiène, Vestiaire",,organisation,FR,,,,,,,,
"Croix Rouge Française DL de Wissembourg","1c impasse des Sept fontaines",67250,SOULTZ-S-FORÊTS,"06 85 26 09 39",ul.wissembourg@croix-rouge.fr,,"Vestiboutique : boutique sociale de vêtements à prix symbolique (1 euro par article). Lieu : 8 rue St Etienne, Wissembourg. Mardi 18h-20h. Mercredi 10-12h. Jeudi 15h-17h. (Infos non actualisées)",,,,,,,,,,"Vie quotidienne, Hygiène, Vestiaire",,organisation,FR,,,,,,,,
"Armée du Salut Poste de Strasbourg","12 rue des Cordonniers",67000,Strasbourg,"03 88 32 54 58","postestrasbourg@armeedusalut.fr ",http://www.armeedusalut.fr,"Ouvert toute l'année au 14 rue des Cordonniers à Strasbourg, à participation, pour tout public : - Lundi 13h à 15h. - Jeudi de 13h à 16h  - Samedi 9h à 11h. D'octobre à juin : gratuit pour les personnes accueillies lors des petits déjeuners. gratuit pour les familles orientées. Tout public prioritairement inscrit par la permanence d'accueil et d'orientation du lundi 13h-15h.",,,,,,,,,,"Vie quotidienne, Hygiène, Vestiaire",flyer,organisation,FR,,,,,,,,
"Caritas Alsace Antenne Arc en ciel ","13 rue de l'Arc-en-ciel ",67000,Strasbourg,"03 88 36 76 67",permanence.arcenciel@caritas-alsace.org,http://www.caritas-alsace.org,"Vestiaire d'urgence / vente à petit prix. Tout public. EMS Du mardi au jeudi de 14h à 16h30.",,,,,,,,,,"Vie quotidienne, Hygiène, Vestiaire",flyer,organisation,FR,,,,,,,,
"Caritas Alsace  Antenne du Neuhof ","8 rue des Jésuites",67100,Strasbourg,"03 88 40 19 99",caritasalsace.neuhof@orange.fr,eil@caritas-alsace.o,"Vestiaire participatif (avec ""pass"" établi par le service accueil). Vestiaire gratuit sur prescription d'un accueillant Caritas ou d'un TS. Vestiaire participatif : lundi de 14h30 à 16h. Vestiaire gratuit : vendredi de 14h30 à 16h. (non actualisé)",,,,,,,,,,"Vie quotidienne, Hygiène, Vestiaire",flyer,organisation,FR,,,,,,,,
"Centre social protestant","2 rue Brûlée ",67000,Strasbourg,"03 88 32 73 11",csp@semis.org,http://www.csp.semis.org,"Jeudi matin à partir de 8h30, uniquement sur prescription d’un travailleur social. Tarif spécial : 1€ par adulte et 0,50€ par enfant jusqu’à 13 ans. Tout public. Mercredi vente à petits prix (magasin de vêtements d’occasion). Mercredi de 9h à 12h et de 14h à 17h. Vendredi de 13h à 17h.",,,,,,,,,,"Vie quotidienne, Hygiène, Vestiaire",flyer,organisation,FR,,,,,,,,
"Communauté Emmaüs ","5 chemin de la Holtzmatt",67200,Strasbourg,"03 88 30 48 05",strasbourg@emmaus-strasbourg.org,http://emmaus-strasbourg.fr,"Vestiaire fermé.",,,,,,,,,,"Vie quotidienne, Hygiène, Vestiaire",,organisation,FR,,,,,,,,
"Croix Rouge Française","30 rue Schweighaeuser ",67000,Strasbourg,"03 88 61 84 57","ul.strasbourg@croix-rouge.fr ",,"Vesti-boutique, avec petite participation (entre 0,50 et 5 €). Mardi, mercredi et vendredi de 10h à 16h.  Jeudi de 10h à 12h.",,,,,,,,,,"Vie quotidienne, Hygiène, Vestiaire",flyer,organisation,FR,,,,,,,,
"ENJEU Solidarité ","7 rue des Frères Eberts",67100,Strasbourg,"03 88 40 26 41","contact@epis-strasbourg.eu ",,"Vestiaire ouvert aux personnes envoyées en interne ou par un travailleur social. Une participation de 1€ est demandée. 1er et 3e jeudis du mois.",,,,,,,,,,"Vie quotidienne, Hygiène, Vestiaire",flyer,organisation,FR,,,,,,,,
"Équipe St Vincent  Association","23 rue Vauban",67000,Strasbourg,"03 88 60 24 54",strasbourg@equipes-saint-vincent.com,http://www.equipes-saint-vincent.com,"Vestiaire. Pour bébés, enfants, femmes, hommes. Objets de puericulture. Ouvert à tous, faible participation demandée. Tous publics. Le jeudi matin de 9h à 11h. Fermé pendant les vacances scolaires.",,,,,,,,,,"Vie quotidienne, Hygiène, Vestiaire",flyer,organisation,FR,,,,,,,,
"Plate-forme de solidarité","127 route du Polygone ",67100,Strasbourg,"06 31 39 61 83",plateformesolidariteneudorf@hotmail.fr,,"Prévision de fermeture du vestiaire pour fin janvier 2018- Se renseigner.Vestiaire, au 9 rue d'Orbey. Pour un vestiaire gratuit (le lundi de 14h à 16h), les travailleurs sociaux peuvent s'adresser au 06 82 41 91 78. Tout public. Mardi et samedi, de 9h à 12h.",,,,,,,,,,"Vie quotidienne, Hygiène, Vestiaire",,organisation,FR,,,,,,,,
"Secours populaire français ","150, avenue de Colmar",67100,Strasbourg,"03 88 36 28 91",contact@spf67.org,"https://www.secourspopulaire.fr/67/ ","Veti Coeur. Proposition de vêtements neufs et d'occasion, linge de maison, produits d'entretien, décoration, bric à brac, petit ameublement. Participations variables. Tout public en difficulté. Lundi de 13h30 à 17h, mardi, jeudi et vendredi de 10h à 12h et de 13h30 à 17h, et le 2e samedi du mois de 9h à 16h. (non actualisé)",,,,,,,,,,"Vie quotidienne, Hygiène, Vestiaire",flyer,organisation,FR,,,,,,,,
"Secours populaire français Antenne Cité de l'Ill","rue de l'Ill  ",67000,Strasbourg,"03 88 36 28 91",contact@spf67.org,"https://www.secourspopulaire.fr/67/ ","Pop'Mod. Propositions de vêtements d'occasion, linge de maison et jouets. Participations variables. Tout public en difficulté. Lundi 14h-18h. Mercredi 10h-12h et 14h-18h. Vendredi 14h-18h.  (non actualisé)",,,,,,,,,,"Vie quotidienne, Hygiène, Vestiaire",flyer,organisation,FR,,,,,,,,
"Croix Rouge Française","101 rue du Général De Gaulle",67310,WASSELONNE,"03 88 87 04 51",dl.wasselonne@croix-rouge.fr,,"(se renseigner) (infos non actualisées)",,,,,,,,,,"Vie quotidienne, Hygiène, Vestiaire",,organisation,FR,,,,,,,,
"Croix Rouge Française ","11 rue de Turcos ",67360,"WOERTH Cedex ","03 88 09 32 42 ",dl.woerth@croix-rouge.fr,,"(Se renseigner) (infos non actualisées)",,,,,,,,,,"Vie quotidienne, Hygiène, Vestiaire",,organisation,FR,,,,,,,,
"Croix Rouge Française","1 place St Georges ",67600,SÉLESTAT,"03 88 92 16 76",croix-rouge.selestat@wanadoo.fr,,"Maraude 2 fois par semaine en hiver, 1 fois par semaine le reste de l'année, et selon besoin. Contact : M. Robert ALLARD. Personnes sans abris. Commune de Sélestat.",,,,,,,,,,"Maraudes ",,organisation,FR,,,,,,,,
"Les Restos du coeur  Siège","8 rue de l'Ardèche",67100,Strasbourg,"03 88 81 12 23","ad67.siege@restosducoeur.org ",http://ad67.restosducoeur.org/,"Maraude : lundi soir à partir de 19h, toute l'année. Distribution de café et de sandwichs. Sacs de couchage par grand froid. Bourse - Kléber - Gare.",,,,,,,,,,"Maraudes ",,organisation,FR,,,,,,,,
"Ordre de Malte ",,67000,Strasbourg,,delegation67@ordredemaltefrance.org,http://www.ordredemaltefrance.org,"Maraudes véhiculées sur la période hivernale : 1 véhicule. Possibilité de transporter les personnes vers un lieu d'hébergement (en relation avec le 115) mais pas les personnes à mobilité réduite.  Boisson chaude, produits secs, produits d’hygiène, petit vestiaire, couvertures en dépannage.  Quartiers de Strasbourg. De novembre à fin mars. Vendredi soir et 4e dimanche du mois. de 20h à 0h.",,,,,,,,,,"Maraudes ",,organisation,FR,,,,,,,,
"Strasbourg Action Solidarité - SAS","14 boulevard d'Anvers ",67000,Strasbourg,"06 09 21 95 49 ",strasbourg.action.solidarite@gmail.com,,"Maraude. Distribution de repas et produits alimentaires, de vêtements. Accompagnement administratif. Personnes sans domicile fixe. Quartiers Gare, Kléber, Centre, Bourse, Esplanade, Krutenau, Neudorf, Musau, Port du Rhin. Le mardi à partir de 19h, toute l'année.",,,,,,,,,,"Maraudes ",,organisation,FR,,,,,,,,
"Ville et Eurométropole de Strasbourg  CCAS - Centre Kiener - Accueil de jour / nuit ","2 rue Fritz Kiener ",67000,Strasbourg,"03 88 37 56 06",ccas.cahm@strasbourg.eu,,"Équipe mobile de rue.  1 infirmière, 1 AS, médiateur. Personnes à la rue. Du lundi au vendredi en plus des maraudes hivernales et estivales. Pendant la période hivernale, une maraude nocturne tous les 15 jours.",,,,,,,,,,"Maraudes ",,"service public",FR,,,,,,,,
"Club des jeunes l'Étage","19 quai des Bateliers ",67000,Strasbourg,"03 88 35 70 76",accueil@etage.fr,http://www.etage.fr,"Un espace petite enfance est prévu au courant de l’année 2018. Date et coordonnées à définir.",,,,,,,,,,"Mini-crèche sociale",,organisation,FR,,,,,,,,
"Home protestant ","7 rue de l'Ail",67000,Strasbourg,"03 88 32 29 45",secretariat@homeprotestant.fr,,"Tél. 03 88 16 36 49. Crèche située 10 rue de la 1re Armée à Strasbourg. Capacité : 10 enfants. Lieu d’accueil s’adressant à un public en difficulté sociale, confronté à l’isolement, dont les conditions d’hébergement sont précaires. Il propose un mode de garde suffisamment souple et adapté aux besoins spécifiques de ce public et vient en appui à la démarche d’insertion",,,,,,,,,,"Mini-crèche sociale",,organisation,FR,,,,,,,,
"Entraide Le Relais  Accueil de jour - Accompagnement social ","24 rue Saint Louis BP 90039",67065,"Strasbourg cedex","03 88 35 67 69 ","acjour@entraide-relais.fr ",http://www.entraide-relais.fr,"- En matinée (bureaux) : Accueil, écoute, domiciliation, information, orientation-urgence, demande de rendez-vous pour suivi social. - En soirée au Coffee-Bar : Accueil, écoute, information, orientation-urgence, animation conviviale. - Permanence d'accueil aux bureaux du 1er étage du lundi au vendredi de 9h à 12h. L'après-midi uniquement sur RDV. - Coffee-Bar le mardi, jeudi, vendredi et dimanche, de 18h à 21h. Samedi de 14h à 17h. Accueils en soirée sont réduits en juillet-août",,,,,,,,,,"Accueil de jour ",flyer,organisation,FR,,,,,,,,
"Femmes de Paroles - Home protestant ","7 rue de l'Abbé Lemire ",67200,Strasbourg,"03 88 23 41 30",secretariat@homeprotestant.fr,,"Accueil de jour. Ecoute, information, orientation. Activités diverses. Public : femmes avec ou sans enfants. Lundi 9h30 à 12h, mardi et vendredi 14h à 17h, jeudi 10h à16h. Ouverture les lundi, mardi et vendredi de 17h à 19h pour les personnes qui ne bénéficient pas d'un hébergement",,,,,,,,,,"Accueil de jour ",flyer,organisation,FR,,,,,,,,
"Horizon Amitié  Accueil Printemps ","8 rue du Rempart ",67000,Strasbourg,"03 88 32 06 32",a.printemps@horizonamitie.fr,,"Ecoute, information, orientation, accompagnement social, mise à disposition de jeux de société, activités artistiques, etc.  Boisson chaude. 2e et 4e mercredis du mois : animation d'ateliers, sur inscription préalable pour les participants. Du lundi au vendredi de 9h à 12h, lundi et jeudi de 13h45 à 17h15. 1er, 3e, et 5e mercredis après-midi du mois, de 13h45 à 17h15.",,,,,,,,,,"Accueil de jour ",flyer,organisation,FR,,,,,,,,
"Point d'Accueil et de Solidarité en gare de Strasbourg - SNCF","20 place de la Gare",67000,Strasbourg,"03 88 75 39 72",pas.strasbourg@sncf.fr,,"Accueil, écoute et orientation. Soutien et conseils dans les démarches. Travail de réseau avec de multiples partenaires associatifs et institutionnels. Public : Toute personne en errance en gare SNCF ou aux abords du site. Ouvert de 8h30 à 11h30 et de 14h à 17h15. Fermé le jeudi après-midi ainsi que les week-ends.",,,,,,,,,,"Accueil de jour ",flyer,organisation,FR,,,,,,,,
"SOS Femmes Solidarité  Accueil de jour","5 rue Sellénick",67000,Strasbourg,"03 88 24 06 06",adj@sosfemmessolidarite67.org,http://www.sosfemmessolidarite67.org,"Accueil de jour dédié aux femmes victimes de violences conjugales et / ou intrafamiliales et de leurs enfants. Écoute téléphonique et accueil, anonyme ou non, avec ou sans rendez-vous. Possibilité de se restaurer et de se reposer. Écoute, soutien, orientation et accompagnement. Sans hébergement. Du lundi au vendredi de 10h à 16h, avec ou sans RDV.",,,,,,,,,,"Accueil de jour ",flyer,organisation,FR,,,,,,,,
"Ville et Eurométropole de Strasbourg CCAS - Centre communal d'action sociale Centre Kiener - Accueil de jour","2 rue Fritz Kiener  ",67000,Strasbourg," 03 88 37 56 06",ccas.cahm@strasbourg.eu,,"Accueil, écoute, orientation, information du public par l'équipe de professionnels et TS. Bureau des intervenants sociaux 03 88 37 56 06.Possibilité d'accomp. Accueil inconditionnel, ou orientation par TS. Douches, salle de séjour, détente, TV le WE et jours fériés.  Thé, tisane. Personnes à la rue. Fermeture hebdomadaire le lundi la journée, et le jeudi à 13h. Ouvert : 9h30 à 12h30 et de 13h30 à 16h30 en semaine. De 10h à 13h et de 14h à 17h les week-ends et jours fériés.",,,,,,,,,,"Accueil de jour ",flyer,"service public",FR,,,,,,,,
"ALT - Association de lutte contre la toxicomanie  CJC - Consultations Jeunes Consommateurs Chez JEEP","6 rue du Mistral ",67800,BISCHHEIM,,,,"(Dans les locaux de la JEEP) Écoute-infos-soutien. Gratuit, anonyme et confidentiel. Espace de parole. Actions collectives. Accompagnement et prévention. Jeunes de 12-25 ans faisant face à une conduite addictive (produits psycho-actifs et/ou addiction comportementale) ou à des expérimentations, + familles, entourage et professionnels. Bischheim Mercredi 15h-19h présence d’un éducateur 06 95 65 31 36. Mardi 09h-13h présence d’une psychologue 07 68 24 30 44.",,,,,,,,,,"Lieu d'accueil et d'orientation",,organisation,FR,,,,,,,,
"Caritas Alsace  Réseau Secours Catholique","22 rue de la Gare",67240,BISCHWILLER,"06 87 23 71 26",,,"Accueil écoute, aide. Tout public. 1er et 3e mercredis du mois, 10h-12h. Atelier pour les familles le mercredi après-midi.",,,,,,,,,,"Lieu d'accueil et d'orientation",,organisation,FR,,,,,,,,
"Secours populaire français","22 rue de la Gare",67240,BISCHWILLER,"06 81 01 50 12",contact@spf67.org,https://www.secourspopulaire.fr/67/,"Permanences d'accueil et de solidarité. Accompagnement, loisirs, culture. Aide sous diverses formes. Personnes en difficultés. Bischwiller et environs. Sur Rendez-vous par téléphone 06 81 01 50 12 ou le mardi 14h - 16h, 22 rue de la Gare à Bischwiller. (non actualisé)",,,,,,,,,,"Lieu d'accueil et d'orientation",,organisation,FR,,,,,,,,
"Croix Rouge Française  Erstein - Benfeld","1 rue Louise Weiss ",67150,ERSTEIN,"03 88 98 60 73",dl.ersteinbenfeld@croix-rouge.fr,,"Maison de la Solidarité Point d'accueil et d'écoute. 2e et 4e mardi du mois de 14h à 17h.",,,,,,,,,,"Lieu d'accueil et d'orientation",,organisation,FR,,,,,,,,
"Caritas Alsace  Réseau Secours Catholique Antenne de Fegersheim - Geispolsheim","5 rue Henri Ebel",67640,FEGERSHEIM,"06 87 12 84 33",,,"Accueil, orientation, aides possibles. Le vendredi matin au presbytère, 26 rue de la 1ère division blindée, à Eschau (sur RDV uniquement). Le dernier jeudi du mois, de 10h à 12h, au foyer paroissial Saint Joseph, 45 rue du Général de Gaulle à Geispolsheim.",,,,,,,,,,"Lieu d'accueil et d'orientation",,organisation,FR,,,,,,,,
"Caritas Alsace  Réseau Secours Catholique ","1 rue de la Vieille Ile",67500,"HAGUENAU ","06 46 90 42 25",caritashaguenau54@gmail.com,,"Permanence d'accueil et d'écoute. Toute personne en situation de précarité 2e jeudi du mois de 9 h à11 h.",,,,,,,,,,"Lieu d'accueil et d'orientation",,organisation,FR,,,,,,,,
"ALT - Association de lutte contre la toxicomanie                                                 CJC - Consultations J","29 rue du Gal Libermann ",67400,"ILLKIRCH-GRAFFENSTADEN ",,,,"Écoute-infos-soutien. Gratuit, anonyme et confidentiel. Espace de parole. Actions collectives. Accompagnement et prévention.Jeunes de 12-25 ans faisant face à une conduite addictive (produits psycho-actifs et/ou addiction comportementale) ou à des expériementations. Famille, entourage et professionnels Vendredi 14h-18h30 présence d’un éducateur 06 95 65 31 36 et d'un psychologue 06 83 78 47 00.",,,,,,,,,,"Lieu d'accueil et d'orientation",,organisation,FR,,,,,,,,
"Caritas Alsace  Réseau Secours Catholique ","11 D rue du Général De Gaulle",67380," LINGOLSHEIM","03 88 22 76 40",,,"Accueil personnalisé. Écoute, aide, orientation par bénévoles. Mercredi de 14h à 16h.",,,,,,,,,,"Lieu d'accueil et d'orientation",,organisation,FR,,,,,,,,
"Caritas Alsace  Réseau Secours Catholique","Place du Kaufhaus",67520,MARLENHEIM,"07 78 41 34 38",,,"Accueil, écoute, accompagnement et aide pour familles en difficulté. Le 1er et 3e samedi du mois de 10 h à 12 h. Le 2e et 4e mercredi du mois de 10 h à 12 h.",,,,,,,,,,"Lieu d'accueil et d'orientation",,organisation,FR,,,,,,,,
"Caritas Alsace  Réseau Secours Catholique","3 rue du Gal Streicher",67120,MOLSHEIM,"06 89 65 68 11",,,"Accueil, écoute, accompagnement et aide pour familles en difficulté. Accueil tous les jeudis de 14h à 16h.",,,,,,,,,,"Lieu d'accueil et d'orientation",,organisation,FR,,,,,,,,
"Caritas Alsace  Chapelle Saint Joseph ","avenue du Tertre",67210,OBERNAI,"06 87 16 01 67",,,"Accueil personnalisé. Écoute, accompagnement, aide, orientation par bénévoles. 1er et 3e samedi de 10h à 11h45",,,,,,,,,,"Lieu d'accueil et d'orientation",,organisation,FR,,,,,,,,
"Caritas Alsace  Réseau Secours Catholique","4 avenue Foch",67560,ROSHEIM,"06 75 48 78 53",,,"Accueil personnalisé. Écoute, aide, orientation par bénévoles. 2e et 4e samedi de 9h à 12h.",,,,,,,,,,"Lieu d'accueil et d'orientation",,organisation,FR,,,,,,,,
"Caritas Alsace  Réseau Secours Catholique ","7 rue St Georges ",67260,SARRE-UNION,"06 74 71 41 69",,,"Accueil, écoute, accompagnement, aides. Le mardi de 14h à 16h.",,,,,,,,,,"Lieu d'accueil et d'orientation",,organisation,FR,,,,,,,,
"Caritas Alsace  Réseau Secours Catholique","Le Patio - 133 Grand'rue",67700,"SAVERNE ","06 83 09 00 23",,,"Lieu d'accueil. Le mercredi à partir de 14h30",,,,,,,,,,"Lieu d'accueil et d'orientation",,organisation,FR,,,,,,,,
"Caritas Alsace  Réseau Secours Catholique ","10 rue des Sports",67590,SCHWEIGHOUSE-SUR-MODER,"06 74 25 26 09 ",,,"Accueil personnalisé. Écoute, aide, orientation par bénévoles. Groupe de paroles, atelier cuisine, bricolage, pause-café, accompagnement scolaire. Samedi tous les 15 jours de 14h30 à 16h. Pause café : un temps collectif de partage et d’écoute : le 1er samedi du mois de 14h à 16h.",,,,,,,,,,"Lieu d'accueil et d'orientation",,organisation,FR,,,,,,,,
"Caritas Alsace  Réseau Secours Catholique","rue du Patronage",67620,"SOUFFLENHEIM ","06 87 13 90 33",,,"Centre socioculturel Accueil, écoute et orientation par les bénévoles. Sur RDV.",,,,,,,,,,"Lieu d'accueil et d'orientation",,organisation,FR,,,,,,,,
"Croix Rouge Française","1c impasse des Sept fontaines",67250,SOULTZ-S-FORÊTS,"06 85 26 09 39 ","ul.wissembourg@croix-rouge.fr ",,"Renseignements sur le droit aux aides sociales : 03 88 94 02 62. (6 rue de la République, Wissembourg) (Infos non actualisées)",,,,,,,,,,"Lieu d'accueil et d'orientation",,organisation,FR,,,,,,,,
"Aides 67","9 Place de l'Hôpital ",67000,Strasbourg,"03 88 75 73 63","delegation67@aides.org ",http://www.aides.org,"Lieu d'accueil, d'information et de soutien. L’accueil se fait dans la confidentialité, le respect et le non-jugement. Toutes personnes concernées par l'infection du VIH ou VHC. Du lundi au vendredi de 9h à 12h et de 14h à 17h. Fermé le mardi, sauf RDV. Permanence dépistage rapide (TROD) du VIH & VHC tous les mercredis de 19h à 20h30.",,,,,,,,,,"Lieu d'accueil et d'orientation",flyer,organisation,FR,,,,,,,,
"ALT - Association de lutte contre la toxicomanie CSAPA - Centre d'accueil et de soins","11 rue Louis Apffel  ",67000,Strasbourg,"03 88 35 61 86 ","contact@alt-67.org;accueil@alt-67.org ",http://www.alt-67.org,"ALT gère, anime et coordonne un réseau départemental de points d’accueil et d’écoute pour les jeunes (PAEJ), ainsi qu'une équipe mobile. L’accueil et l’écoute sont également possibles pour les familles et les professionnels des territoires. - Objectifs du PAEJ : - la prévention globale du mal être, - la prévention de la marginalisation, des addictions et de la délinquance, - l’accueil et l’écoute des familles des jeunes en difficulté, - la participation au réseau des intervenants sur les territoires d’implantation. - La fonction de prévention des PAEJ s’organise à partir de moyens comme l’accueil, l'écoute, le soutien, la sensibilisation, l'orientation et la médiation. Gratuit et anonyme. Jeunes de 11 à 25 ans, parents, entourage et professionnels. Réseau de 29 PAEJ implantés dans 20 communes du Bas-Rhin. Ils sont accueillis et hébergés au sein de structures et services tels que des établissements scolaires, des centres socioculturels, des Relais Emploi, des Maisons de service ou des collectivités locales. Des permanences de 4 à 10 heures par semaine sont assurées par une équipe de psychologues. Voir le détail des horaires sur http://www.alt-67.org  ""Ecoute jeunes / Coordonnées""",,,,,,,,,,"Lieu d'accueil et d'orientation",flyer,organisation,FR,,,,,,,,
"Antenne  Association","9 rue Déserte",67000,Strasbourg,"03 88 32 98 62","association.antenne@orange.fr ","http://ass.antenne.free.fr /  http://associationantenne.wordpress.com/ ","Soutien psychologique, aide pour les dossiers administratifs, aide dans les démarches d’insertion dans le cadre du RSA. Du lundi au vendredi de 8h30 à 12h et de 14h à 16h, sauf mercredi après-midi.",,,,,,,,,,"Lieu d'accueil et d'orientation",flyer,organisation,FR,,,,,,,,
"Armée du Salut  Poste de Strasbourg ","2 rue des Cordonniers ",67000,Strasbourg,"03 88 32 54 58",postestrasbourg@armeedusalut.f,http://www.armeedusalut.fr,"Permanence sociale générale : le lundi toute l'année de fin septembre à fin juin. Accueil et orientation pour les personnes adressées pour les différentes aides. Secours divers (Energie, transports, alimentation, vestiaire...). Evaluation des besoins sur la base d’un rapport social ou d’une orientation au 5b rue de la Chaîne. Tout public. Lundi 13h à 15h.",,,,,,,,,,"Lieu d'accueil et d'orientation",flyer,organisation,FR,,,,,,,,
"Association Foyer Notre Dame  PADA 67","7 rue St Michel  ",67000,Strasbourg,"03 88 14 12 44",pada@foyernotredame.org,http://www.foyernotredame.org,"Plateforme d'Accueil pour Demandeurs d'Asile. Accueil, information, d'orientation. Orientation vers les CADA locaux ou nationaux sur décision de l'OFII. Accès aux droits. Aide à la constitution des dossiers OFPRA. Demand. d'asile primo-arrivants non hébergés en structures. Accueil : permanence les lundi et jeudi de 9h à 11h30, ou sur RDV",,,,,,,,,,"Lieu d'accueil et d'orientation",flyer,organisation,FR,,,,,,,,
"Caritas Alsace  Antenne Arc en ciel ","13 rue de l'Arc-en-ciel",67000,Strasbourg,"03 88 36 76 67",permanence.arcenciel@caritas-alsace.org,http://www.caritas-alsace.org,"Accueil café, écoute, information, orientation,  aides, relais vers d'autres organismes. Dans la limite de la capacité d'accueil. Tout public. Du lundi au vendredi 10h - 12h et 14h - 16h30 sauf vendredi après-midi.",,,,,,,,,,"Lieu d'accueil et d'orientation",flyer,organisation,FR,,,,,,,,
"Caritas Alsace  Antenne du Neuhof ","8 rue des Jésuites",67100,Strasbourg,"03 88 40 19 99 ",caritasalsace.neuhof@orange.fr,accueil@caritas-alsace.org,"Accueil personnalisé. Information, orientation par travailleurs sociaux. Jeudi de 9h à 11h30 et de 14h à 16h30. (non actualisé)",,,,,,,,,,"Lieu d'accueil et d'orientation",flyer,organisation,FR,,,,,,,,
"Centre social protestant","2 rue Brûlée",67000,STRASBOURG,"03 88 32 73 11",csp@semis.org,http://www.csp.semis.org,"Information, orientation, aides. Ateliers participatifs ponctuels. - «Pause Café» mardi de 14h à 16h, salle paroissiale du Temple Neuf (salle Wohlfahrt), 6 rue du Temple Neuf, au rdc. - Espace écoute et parole : accueil et suivi par une psychologue, le mardi toute la journée et le mercredi matin sur RDV.",,,,,,,,,,"Lieu d'accueil et d'orientation",flyer,organisation,FR,,,,,,,,
"Club des jeunes l'Étage  ",idem,67000,Strasbourg,,,,"Accueil individualisé avec possibilité d'accompagnement, prévention spécialisée. Accès au cybercafé C@fet. Espace de vie sociale proposant des actions collectives régulières, programme sur le site de l'Etage. Tout public, mais jeunes de moins de 25 ans prioritairement. Accueil de jour 8h45 - 20h du lundi au vendredi, sauf jeudi après-midi. De 10h à 16h le dimanche. Le temps des travaux de réhabilitation de ses locaux situés au 19 quai des bateliers, le service social, l’accueil de jour et le restaurant social de l’Etage déménagent, juste derrière, dans un bâtiment provisoire sur la Place Sainte-Madeleine",,,,,,,,,,"Lieu d'accueil et d'orientation",flyer,organisation,FR,,,,,,,,
"Croix Rouge Française  Espace Baker","7 rue Joséphine Baker",67000,Strasbourg,"03 88 16 39 33 ","espace-baker@croix-rouge.fr ",,"Espace d’insertion temporaire pour les familles Roms. Pas d'accès direct. L'accueil se fait sous la responsabilité de la mission Roms - Direction de la Solidarité de la Ville de Strasbourg. Familles Roms, en lien avec la mission Roms - Direction de la Solidarité de la Ville de Strasbourg. Secteur : Strasbourg. Ouvert de 8h à 18h, week-ends compris et ce toute l’année.",,,,,,,,,,"Lieu d'accueil et d'orientation",,organisation,FR,,,,,,,,
"Équipe St Vincent ","23 rue Vauban  ",67000,Strasbourg,"03 88 60 24 54 ","strasbourg@equipes-saint-vincent.com ",http://www.equipes-saint-vincent.com,"Accueil café. Autour d'un café, d'un gâteau, partage d'une recette, salée ou sucrée, faite sur place. Bibliothèque enfants / adultes. Est aussi un lieu d'accueil pour la pratique de la langue française orale.Accueil pour femmes. Le lundi de 14h à 16h (sauf vacances scolaires).",,,,,,,,,,"Lieu d'accueil et d'orientation",,organisation,FR,,,,,,,,
"GALA - Groupement Associatif pour le Logement et l'Accompagnement","303a avenue de Colmar ",67000,Strasbourg,"03 88 24 70 00 ","info@gala67.com ",http://www.gala-association.org,"Espace de vie sociale et citoyenne : - Accueil, information, après-midi, soirées de convivialité et de loisirs. - Ateliers nutrition pour les usagers de l'association. - Ateliers et activités de resocialisation. - Organisation d'expositions à thème. - Activités pour familles, et soutien à la parentalité. - Sorties culturelles et de loisirs. - Possibilité de s’entretenir avec un travailleur social, un médecin ou un psychologue, sur RDV uniquement.Pour les usagers de tous les services de GALA. (non actualisé",,,,,,,,,,"Lieu d'accueil et d'orientation",,organisation,FR,,,,,,,,
Ithaque,idem,67000,Strasbourg,,,,"Aide, soutien et accompagnement dans les démarches de soins.  2 établissements distincts : CAARUD et CSAPA. Accompagnement psychologique, social et/ou médical, durant les plages d'ouverture (avec ou sans RDV en fonction des possibilités). Accompagnement par une équipe pluridisciplinaire. Personnes présentant des addictions. Lundi de 9h à 11h et de 14h à 17h. Mardi de 9h à 11h et de 15h à 17h.Mercredi de 9h à 12h et de 15h à 19h. Jeudi de 9h à 12h. Vendredi de 14h à 17h.",,,,,,,,,,"Lieu d'accueil et d'orientation",flyer,organisation,FR,,,,,,,,
